   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 160 160 160 170 170 170 170 170 170 170
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 160 160 160 160 160 170 170 170 170 170 170 170
   0   0   0   0   0 110 110 110 110 110 110 110   0   0   0   0   0   0   0 130 130 130 130 130 160 160 160 160 160 160 170 170 170 170 170 170
   0   0   0   0 110 110 110 110 110 110 110 110 110   0   0   0   0   0 130 130 130 130 130 130 160 160 160 160 160 160 160 160 170 170 170 170
   0   0   0   0 110 110 110 110 110 110 110 110 110 120 120 120 120 120 130 130 130 130 130 130 160 160 160 160 160 160 160 150 170 170 170   0
   0   0   0   0 100 110 110 110 110 110 110 110 110 120 120 120 120 120 120 130 130 130 130 130 160 160 160 160 150 150 150 150 150 170 170   0
   0   0   0 100 100 100 110 110 110 110 110 110  90  90 120 120 120 120 120 130 130 130 130 130 160 160 160 150 150 150 150 150 150 150   0   0
   0   0 100 100 100 100 100 110 110 110 110  90  90  90  90 120 120 120 120 130 130 130 130 130 160 150 150 150 150 150 150 190 190 190 190 190
 100 100 100 100 100 100 100 100 100 110  90  90  90  90  90  80 120 120 120 130 130 130 130 130 150 150 150 150 150 150 190 190 190 190 190 190
 100 100 100 100 100 100 100 100 100  90  90  90  90  90  90  80  80  80  80 130 130 130 130 130 140 150 150 150 150 150 190 190 190 190 190 190
 100 100 100 100 100 100 100 100 100  90  90  90  90  90  90  80  80  80  80  80 130 130 130 140 140 140 150 150 180 180 180 180 180 190 190 190
   0 100 100 100 100 100 100 100 100  90  90  90  90  90  90  80  80  80  80  80 130 130 130 140 140 140 180 180 180 180 180 180 180 180 180   0
   0   0 100 100 100 100 100 100 100  90  90  90  90  80  80  80  80  80  80  80  80 130 130 140 140 140 180 180 180 180 180 180 180 200 200   0
   0   0   0 100 100 100  50  50  50  50  50  50  50  50  50  50  80  80  80  80  80 130 140 140 140 140 180 180 180 180 180 180 200 200 200   0
   0   0   0   0 100  30  50  50  50  50  50  50  50  50  50  50  50  50  50  50  70  70 140 140 140 140 140 180 180 180 180 200 200 200 200   0
   0   0   0   0  30  30  30  50  50  50  50  50  50  50  50  50  50  50  50  50  60  60  60 140 140 140 140 140 180 180 200 200 200 200 200   0
   0   0   0   0   0  30  30  30  50  50  50  50  50  50  50  50  50  50  50  50  50  40  40  40 140 140 140 140 140 200 200 200 200 200 200   0
   0   0   0   0  30  30  30  30  30  30  30  30  30  30  30  30  30  30  30  30  40  40  40  40  40 140 140 140 140 200 200 200 200 200 200   0
   0   0   0   0   0  30  30  30  30  30  30  30  30  30  30  30  30  30  30  30  30  20  20  20  20  20 140 140 200 200 200 200 200 200 200   0
   0   0   0   0   0  30  30  30  30  30  30  30  30  30  30  30  30  30  30  30  20  20  20  20  20  20   0   0   0 200 200 200 200 200   0   0
   0   0   0   0   0   0  30  30  30  30  30  30  30  30  30  30  30  30  30  20  20  20  20  20  20   0   0   0   0   0   0   0 200   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  20  20  20  20  20   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
